,Cement,Blast_Furnace_Slag,Fly_Ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Strength,Concrete_Grade
1006,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21,C30/37
1007,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23,C20/25
1008,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,C45/55
1009,255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8,C25/30
1010,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,C35/45
1011,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,C20/25
1012,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,C12/15
1013,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,C30/37
1014,326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63,C30/37
1015,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,C12/15
1016,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,C45/55
1017,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84,C16/20
1018,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,C50/60
1019,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,C25/30
1020,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72,NoClass
1021,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,C12/15
1022,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,C45/55
1023,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9,C16/20
1024,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64,NoClass
1025,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,C20/25
1026,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01,C30/37
1027,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,C25/30
1028,255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8,C25/30
1029,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,C30/37
